(p1, p2, p3, p4)    X          A          B          C          D          E
(0, 30, 30, 40) 1249.48999 -16.217069 -13.535734 -35.03322 -10.383887 -1872.4241
(0, 30, 30, 40) 1269.449951 -16.675266 -13.832154 -35.945652 -10.997107 -1933.21846
(0, 30, 30, 40) 1289.410034 -16.800218 -14.119544 -36.705071 -11.107567 -1969.0411299999998
(0, 30, 30, 40) 1309.380005 -17.130345 -14.41662 -37.403813 -11.353483 -2008.75231
(0, 30, 30, 40) 1329.339966 -16.989599 -14.497582 -37.8066 -11.733368 -2038.4601800000003
(0, 30, 30, 40) 1349.300049 -17.465155 -14.901416 -38.847616 -12.238173 -2101.99788
(0, 30, 30, 40) 1369.26001 -17.453338 -15.404008 -39.694753 -12.533346 -2154.2966699999997
(0, 30, 30, 40) 1389.219971 -18.304323 -15.392998 -40.422557 -13.001563 -2194.52917
(0, 30, 30, 40) 1409.189941 -17.903868 -15.512942 -41.040012 -13.281576 -2227.85166
(0, 30, 30, 40) 1429.150024 -18.005073 -15.767996 -41.923801 -13.660315 -2277.16651
(0, 30, 30, 40) 1449.109985 -18.024877 -16.298196 -42.407209 -13.697607 -2309.06643
(0, 30, 30, 40) 1469.069946 -17.529179 -15.957587 -42.941046 -13.85893 -2321.31619
(0, 30, 30, 40) 1489.030029 -18.139301 -16.113082 -43.657051 -14.073842 -2356.05767
(0, 30, 30, 40) 1508.98999 -18.097867 -16.330076 -43.805083 -14.375937 -2379.09225
(0, 30, 30, 40) 1528.959961 -18.162542 -16.112775 -44.90417 -15.040767 -2432.1390300000003
(0, 30, 30, 40) 1548.920044 -17.9475 -15.9968 -45.378786 -15.261193 -2451.7153
(0, 30, 30, 40) 1578.859985 -17.801984 -15.952393 -46.146158 -15.593403 -2486.69265
(0, 30, 30, 40) 1618.790039 -17.559385 -16.218627 -47.547345 -16.013746 -2553.529
(0, 30, 30, 40) 1658.709961 -17.346692 -16.074278 -48.28576 -16.521303 -2591.65326
(0, 30, 30, 40) 1698.630005 -17.01764 -15.882808 -49.35494 -17.058757 -2639.48272
(0, 30, 30, 40) 1738.560059 -16.645032 -15.818737 -50.01352 -17.441579 -2672.63087
(0, 30, 30, 40) 1778.47998 -16.564689 -15.76057 -51.163844 -17.896856 -2723.60666
(0, 30, 30, 40) 1818.400024 -16.210917 -15.586095 -52.139073 -18.435492 -2769.17472
(0, 30, 30, 40) 1858.329956 -16.351713 -15.564905 -53.099751 -19.165529 -2826.56084
(0, 30, 30, 40) 1898.25 -16.566568 -15.779508 -54.441761 -19.717665 -2895.34467
(0, 30, 30, 40) 1938.180054 -16.636576 -15.947053 -55.500901 -20.510862 -2963.8731
(0, 30, 30, 40) 1978.099976 -16.864508 -16.285956 -57.112148 -21.390718 -3057.5718399999996
(0, 30, 30, 40) 2018.02002 -17.191953 -16.719842 -59.041427 -22.002663 -3152.9445899999996
(0, 30, 30, 40) 2057.949951 -17.709791 -17.319164 -61.142838 -22.645079 -3259.66322
(0, 30, 30, 40) 2097.870117 -18.234431 -18.007402 -62.942459 -23.319817 -3361.28851
(0, 30, 30, 40) 2137.800049 -18.823663 -18.795476 -65.147178 -24.677848 -3505.39354
(0, 30, 30, 40) 2177.719971 -19.456814 -19.407491 -67.414514 -25.657669 -3630.9669099999996
(0, 30, 30, 40) 2217.639893 -20.294509 -20.19025 -69.985969 -26.859816 -3779.67921
(0, 30, 30, 40) 2257.570068 -20.84746 -20.906272 -72.66539 -27.479684 -3906.33722
(0, 30, 30, 40) 2297.48999 -21.706305 -22.176852 -75.297133 -28.710375 -4072.6345499999998
(0, 30, 30, 40) 2337.419922 -22.417325 -22.653518 -77.76339 -29.794874 -4204.3022
(0, 30, 30, 40) 2377.340088 -23.071398 -23.467812 -80.72993 -31.031553 -4367.19438
(0, 30, 30, 40) 2417.26001 -23.863078 -24.545043 -82.966045 -32.747166 -4535.21928
(0, 30, 30, 40) 2457.189941 -24.257137 -25.491892 -85.218903 -33.985082 -4680.727129999999
(0, 30, 30, 40) 2497.110107 -24.407436 -26.072419 -87.635281 -35.053069 -4813.35376
(0, 30, 30, 40) 2537.030029 -24.976559 -26.709105 -90.248585 -37.017797 -4989.44258
(0, 30, 30, 40) 2576.959961 -24.912069 -27.073729 -92.804411 -38.363639 -5130.88976
(0, 30, 30, 40) 2616.879883 -25.402314 -27.466604 -95.434037 -39.826242 -5280.06891
(0, 30, 30, 40) 2656.810059 -25.602057 -28.392224 -97.459229 -41.435426 -5432.96063
(0, 30, 30, 40) 2696.72998 -26.247989 -28.589012 -100.829873 -43.373353 -5617.50067
(0, 30, 30, 40) 2736.649902 -26.363034 -28.998334 -105.808082 -45.47398 -5863.151679999999
(0, 30, 30, 40) 2776.580078 -26.386646 -29.563154 -109.460115 -46.712302 -6039.19015
(0, 30, 30, 40) 2816.5 -26.202283 -29.146798 -109.255159 -47.308778 -6044.4098300000005
(0, 30, 30, 40) 2856.429932 -27.631809 -30.17862 -115.616698 -51.499658 -6433.845859999999
(0, 30, 30, 40) 2896.350098 -26.985696 -28.976306 -118.055505 -53.223696 -6539.902169999999
(0, 30, 30, 40) 2936.27002 -27.341386 -28.85116 -119.011303 -53.143089 -6561.59745
(0, 30, 30, 40) 2976.199951 -28.969982 -30.112609 -128.157223 -58.834896 -7101.4908
(0, 30, 35, 35) 540.840027 -4.493891 -4.798112 -8.463691 -1.442118 -490.646675
(0, 30, 35, 35) 580.76001 -5.153181 -5.446817 -9.945205 -2.012901 -581.93822
(0, 30, 35, 35) 620.690002 -6.076205 -6.081969 -11.45033 -2.600384 -674.23406
(0, 30, 35, 35) 660.609985 -6.770444 -6.605384 -12.769392 -2.942508 -748.07802
(0, 30, 35, 35) 700.539978 -7.418428 -7.181102 -14.398972 -3.303624 -835.02392
(0, 30, 35, 35) 730.47998 -7.850117 -7.554068 -15.497352 -3.669092 -897.44758
(0, 30, 35, 35) 750.440002 -7.964179 -7.706739 -16.047219 -3.839355 -927.23226
(0, 30, 35, 35) 770.400024 -8.34559 -7.782423 -16.740256 -3.958597 -957.932545
(0, 30, 35, 35) 790.369995 -8.548049 -7.777604 -17.219956 -4.160093 -981.629835
(0, 30, 35, 35) 810.330017 -8.690267 -7.61351 -17.68988 -4.363065 -1000.258375
(0, 30, 35, 35) 830.289978 -8.827643 -7.427046 -18.168297 -4.575898 -1018.858205
(0, 30, 35, 35) 850.25 -8.92044 -7.349163 -18.462665 -4.699265 -1031.14244
(0, 30, 35, 35) 870.210022 -9.335201 -7.518239 -19.216064 -5.011108 -1073.49819
(0, 30, 35, 35) 890.169983 -9.7416 -7.286324 -19.312454 -5.024339 -1070.377475
(0, 30, 35, 35) 910.140015 -9.805917 -7.283362 -19.802782 -5.426196 -1101.51509
(0, 30, 35, 35) 930.099976 -10.359537 -7.35948 -21.028299 -5.713858 -1156.759895
(0, 30, 35, 35) 950.059998 -10.70768 -7.411586 -21.621995 -5.99358 -1188.892705
(0, 30, 35, 35) 970.02002 -10.871665 -7.831378 -22.248371 -6.114661 -1227.64746
(0, 30, 35, 35) 989.97998 -11.180048 -8.47782 -23.285199 -6.443953 -1294.8549199999998
(0, 30, 35, 35) 1009.950012 -11.937386 -8.899744 -24.416791 -6.927038 -1364.026335
(0, 30, 35, 35) 1029.910034 -12.236995 -9.394163 -25.2316 -7.211906 -1417.3476
(0, 30, 35, 35) 1049.869995 -12.596027 -9.893889 -26.483681 -7.419411 -1483.4248900000002
(0, 30, 35, 35) 1069.829956 -13.110111 -10.45128 -27.664397 -7.747098 -1552.9407250000002
(0, 30, 35, 35) 1089.790039 -13.515401 -10.886553 -28.19207 -7.986058 -1592.8310699999997
(0, 30, 35, 35) 1109.76001 -13.743826 -11.382753 -28.948311 -8.33077 -1646.250425
(0, 30, 35, 35) 1129.719971 -14.154537 -11.617343 -29.699983 -8.5431 -1687.0281949999999
(0, 30, 35, 35) 1149.680054 -14.665749 -12.066991 -30.950411 -8.857296 -1755.2794749999998
(0, 30, 35, 35) 1169.640015 -14.910587 -12.340047 -31.743888 -9.196383 -1803.110895
(0, 30, 35, 35) 1189.599976 -15.298585 -12.604107 -32.531656 -9.393335 -1845.4978949999997
(0, 30, 35, 35) 1209.569946 -15.564434 -12.816033 -33.156665 -9.927868 -1892.439645
(0, 30, 35, 35) 1229.530029 -15.847155 -13.079134 -34.643708 -10.212968 -1962.3576799999998
(0, 30, 35, 35) 1249.48999 -16.217069 -13.535734 -35.03322 -10.383887 -1995.670765
(0, 30, 35, 35) 1269.449951 -16.675266 -13.832154 -35.945652 -10.997107 -2057.961185
(0, 30, 35, 35) 1289.410034 -16.800218 -14.119544 -36.705071 -11.107567 -2097.02865
(0, 30, 35, 35) 1309.380005 -17.130345 -14.41662 -37.403813 -11.353483 -2139.00396
(0, 30, 35, 35) 1329.339966 -16.989599 -14.497582 -37.8066 -11.733368 -2168.82634
(0, 30, 35, 35) 1349.300049 -17.465155 -14.901416 -38.847616 -12.238173 -2235.0450950000004
(0, 30, 35, 35) 1369.26001 -17.453338 -15.404008 -39.694753 -12.533346 -2290.103705
(0, 30, 35, 35) 1389.219971 -18.304323 -15.392998 -40.422557 -13.001563 -2331.63414
(0, 30, 35, 35) 1409.189941 -17.903868 -15.512942 -41.040012 -13.281576 -2366.6438399999997
(0, 30, 35, 35) 1429.150024 -18.005073 -15.767996 -41.923801 -13.660315 -2418.48394
(0, 30, 35, 35) 1449.109985 -18.024877 -16.298196 -42.407209 -13.697607 -2452.61444
(0, 30, 35, 35) 1469.069946 -17.529179 -15.957587 -42.941046 -13.85893 -2466.72677
(0, 30, 35, 35) 1489.030029 -18.139301 -16.113082 -43.657051 -14.073842 -2503.973715
(0, 30, 35, 35) 1508.98999 -18.097867 -16.330076 -43.805083 -14.375937 -2526.23798
(0, 30, 35, 35) 1528.959961 -18.162542 -16.112775 -44.90417 -15.040767 -2581.456045
(0, 30, 35, 35) 1548.920044 -17.9475 -15.9968 -45.378786 -15.261193 -2602.303265
(0, 30, 35, 35) 1578.859985 -17.801984 -15.952393 -46.146158 -15.593403 -2639.456425
(0, 30, 35, 35) 1618.790039 -17.559385 -16.218627 -47.547345 -16.013746 -2711.1969950000002
(0, 30, 35, 35) 1658.709961 -17.346692 -16.074278 -48.28576 -16.521303 -2750.4755450000002
(0, 30, 35, 35) 1698.630005 -17.01764 -15.882808 -49.35494 -17.058757 -2800.963635
(0, 30, 35, 35) 1738.560059 -16.645032 -15.818737 -50.01352 -17.441579 -2835.490575
(0, 30, 35, 35) 1778.47998 -16.564689 -15.76057 -51.163844 -17.896856 -2889.9415999999997
(0, 30, 35, 35) 1818.400024 -16.210917 -15.586095 -52.139073 -18.435492 -2937.692625
(0, 30, 35, 35) 1858.329956 -16.351713 -15.564905 -53.099751 -19.165529 -2996.23195
(0, 30, 35, 35) 1898.25 -16.566568 -15.779508 -54.441761 -19.717665 -3068.96515
(0, 30, 35, 35) 1938.180054 -16.636576 -15.947053 -55.500901 -20.510862 -3138.823295
(0, 30, 35, 35) 1978.099976 -16.864508 -16.285956 -57.112148 -21.390718 -3236.17899
(0, 30, 35, 35) 2018.02002 -17.191953 -16.719842 -59.041427 -22.002663 -3338.1384099999996
(0, 30, 35, 35) 2057.949951 -17.709791 -17.319164 -61.142838 -22.645079 -3452.152015
(0, 30, 35, 35) 2097.870117 -18.234431 -18.007402 -62.942459 -23.319817 -3559.40172
(0, 30, 35, 35) 2137.800049 -18.823663 -18.795476 -65.147178 -24.677848 -3707.7401900000004
(0, 30, 35, 35) 2177.719971 -19.456814 -19.407491 -67.414514 -25.657669 -3839.751135
(0, 30, 35, 35) 2217.639893 -20.294509 -20.19025 -69.985969 -26.859816 -3995.3099749999997
(0, 30, 35, 35) 2257.570068 -20.84746 -20.906272 -72.66539 -27.479684 -4132.2657500000005
(0, 30, 35, 35) 2297.48999 -21.706305 -22.176852 -75.297133 -28.710375 -4305.56834
(0, 30, 35, 35) 2337.419922 -22.417325 -22.653518 -77.76339 -29.794874 -4444.1447800000005
(0, 30, 35, 35) 2377.340088 -23.071398 -23.467812 -80.72993 -31.031553 -4615.686265
(0, 30, 35, 35) 2417.26001 -23.863078 -24.545043 -82.966045 -32.747166 -4786.313674999999
(0, 30, 35, 35) 2457.189941 -24.257137 -25.491892 -85.218903 -33.985082 -4936.896234999999
(0, 30, 35, 35) 2497.110107 -24.407436 -26.072419 -87.635281 -35.053069 -5076.26482
(0, 30, 35, 35) 2537.030029 -24.976559 -26.709105 -90.248585 -37.017797 -5255.59652
(0, 30, 35, 35) 2576.959961 -24.912069 -27.073729 -92.804411 -38.363639 -5403.093620000001
(0, 30, 35, 35) 2616.879883 -25.402314 -27.466604 -95.434037 -39.826242 -5558.107884999999
(0, 30, 35, 35) 2656.810059 -25.602057 -28.392224 -97.459229 -41.435426 -5713.079645
(0, 30, 35, 35) 2696.72998 -26.247989 -28.589012 -100.829873 -43.373353 -5904.78327
(0, 30, 35, 35) 2736.649902 -26.363034 -28.998334 -105.808082 -45.47398 -6164.82219
(0, 30, 35, 35) 2776.580078 -26.386646 -29.563154 -109.460115 -46.712302 -6352.929215
(0, 30, 35, 35) 2816.5 -26.202283 -29.146798 -109.255159 -47.308778 -6354.141734999999
(0, 30, 35, 35) 2856.429932 -27.631809 -30.17862 -115.616698 -51.499658 -6754.431059999999
(0, 30, 35, 35) 2896.350098 -26.985696 -28.976306 -118.055505 -53.223696 -6864.061215
(0, 30, 35, 35) 2936.27002 -27.341386 -28.85116 -119.011303 -53.143089 -6890.93852
(0, 30, 35, 35) 2976.199951 -28.969982 -30.112609 -128.157223 -58.834896 -7448.102434999999
(5, 5, 5, 85) 540.840027 -4.493891 -4.798112 -8.463691 -1.442118 -211.3585
(5, 5, 5, 85) 580.76001 -5.153181 -5.446817 -9.945205 -2.012901 -273.82259999999997
(5, 5, 5, 85) 620.690002 -6.076205 -6.081969 -11.45033 -2.600384 -339.07516
(5, 5, 5, 85) 660.609985 -6.770444 -6.605384 -12.769392 -2.942508 -380.83928000000003
(5, 5, 5, 85) 700.539978 -7.418428 -7.181102 -14.398972 -3.303624 -425.80055
(5, 5, 5, 85) 730.47998 -7.850117 -7.554068 -15.497352 -3.669092 -466.38050499999997
(5, 5, 5, 85) 750.440002 -7.964179 -7.706739 -16.047219 -3.839355 -484.93586
(5, 5, 5, 85) 770.400024 -8.34559 -7.782423 -16.740256 -3.958597 -500.82209
(5, 5, 5, 85) 790.369995 -8.548049 -7.777604 -17.219956 -4.160093 -521.3359499999999
(5, 5, 5, 85) 810.330017 -8.690267 -7.61351 -17.68988 -4.363065 -540.82881
(5, 5, 5, 85) 830.289978 -8.827643 -7.427046 -18.168297 -4.575898 -561.06626
(5, 5, 5, 85) 850.25 -8.92044 -7.349163 -18.462665 -4.699265 -573.0988649999999
(5, 5, 5, 85) 870.210022 -9.335201 -7.518239 -19.216064 -5.011108 -606.2917
(5, 5, 5, 85) 890.169983 -9.7416 -7.286324 -19.312454 -5.024339 -608.770705
(5, 5, 5, 85) 910.140015 -9.805917 -7.283362 -19.802782 -5.426196 -645.686965
(5, 5, 5, 85) 930.099976 -10.359537 -7.35948 -21.028299 -5.713858 -679.4145100000001
(5, 5, 5, 85) 950.059998 -10.70768 -7.411586 -21.621995 -5.99358 -708.160605
(5, 5, 5, 85) 970.02002 -10.871665 -7.831378 -22.248371 -6.114661 -724.503255
(5, 5, 5, 85) 989.97998 -11.180048 -8.47782 -23.285199 -6.443953 -762.45134
(5, 5, 5, 85) 1009.950012 -11.937386 -8.899744 -24.416791 -6.927038 -815.0678350000001
(5, 5, 5, 85) 1029.910034 -12.236995 -9.394163 -25.2316 -7.211906 -847.3258000000001
(5, 5, 5, 85) 1049.869995 -12.596027 -9.893889 -26.483681 -7.419411 -875.51792
(5, 5, 5, 85) 1069.829956 -13.110111 -10.45128 -27.664397 -7.747098 -914.6322700000001
(5, 5, 5, 85) 1089.790039 -13.515401 -10.886553 -28.19207 -7.986058 -941.78505
(5, 5, 5, 85) 1109.76001 -13.743826 -11.382753 -28.948311 -8.33077 -978.4898999999999
(5, 5, 5, 85) 1129.719971 -14.154537 -11.617343 -29.699983 -8.5431 -1003.522815
(5, 5, 5, 85) 1149.680054 -14.665749 -12.066991 -30.950411 -8.857296 -1041.285915
(5, 5, 5, 85) 1169.640015 -14.910587 -12.340047 -31.743888 -9.196383 -1076.6651650000001
(5, 5, 5, 85) 1189.599976 -15.298585 -12.604107 -32.531656 -9.393335 -1100.605215
(5, 5, 5, 85) 1209.569946 -15.564434 -12.816033 -33.156665 -9.927868 -1151.5544399999999
(5, 5, 5, 85) 1229.530029 -15.847155 -13.079134 -34.643708 -10.212968 -1185.952265
(5, 5, 5, 85) 1249.48999 -16.217069 -13.535734 -35.03322 -10.383887 -1206.56051
(5, 5, 5, 85) 1269.449951 -16.675266 -13.832154 -35.945652 -10.997107 -1267.019455
(5, 5, 5, 85) 1289.410034 -16.800218 -14.119544 -36.705071 -11.107567 -1282.26736
(5, 5, 5, 85) 1309.380005 -17.130345 -14.41662 -37.403813 -11.353483 -1309.799945
(5, 5, 5, 85) 1329.339966 -16.989599 -14.497582 -37.8066 -11.733368 -1343.805185
(5, 5, 5, 85) 1349.300049 -17.465155 -14.901416 -38.847616 -12.238173 -1396.31564
(5, 5, 5, 85) 1369.26001 -17.453338 -15.404008 -39.694753 -12.533346 -1428.094905
(5, 5, 5, 85) 1389.219971 -18.304323 -15.392998 -40.422557 -13.001563 -1475.7322450000001
(5, 5, 5, 85) 1409.189941 -17.903868 -15.512942 -41.040012 -13.281576 -1501.21807
(5, 5, 5, 85) 1429.150024 -18.005073 -15.767996 -41.923801 -13.660315 -1539.611125
(5, 5, 5, 85) 1449.109985 -18.024877 -16.298196 -42.407209 -13.697607 -1547.948005
(5, 5, 5, 85) 1469.069946 -17.529179 -15.957587 -42.941046 -13.85893 -1560.14811
(5, 5, 5, 85) 1489.030029 -18.139301 -16.113082 -43.657051 -14.073842 -1585.82374
(5, 5, 5, 85) 1508.98999 -18.097867 -16.330076 -43.805083 -14.375937 -1613.1197750000001
(5, 5, 5, 85) 1528.959961 -18.162542 -16.112775 -44.90417 -15.040767 -1674.36263
(5, 5, 5, 85) 1548.920044 -17.9475 -15.9968 -45.378786 -15.261193 -1693.816835
(5, 5, 5, 85) 1578.859985 -17.801984 -15.952393 -46.146158 -15.593403 -1724.94193
(5, 5, 5, 85) 1618.790039 -17.559385 -16.218627 -47.547345 -16.013746 -1767.7951950000001
(5, 5, 5, 85) 1658.709961 -17.346692 -16.074278 -48.28576 -16.521303 -1812.844405
(5, 5, 5, 85) 1698.630005 -17.01764 -15.882808 -49.35494 -17.058757 -1861.271285
(5, 5, 5, 85) 1738.560059 -16.645032 -15.818737 -50.01352 -17.441579 -1894.9206600000002
(5, 5, 5, 85) 1778.47998 -16.564689 -15.76057 -51.163844 -17.896856 -1938.6782749999998
(5, 5, 5, 85) 1818.400024 -16.210917 -15.586095 -52.139073 -18.435492 -1986.697245
(5, 5, 5, 85) 1858.329956 -16.351713 -15.564905 -53.099751 -19.165529 -2054.15181
(5, 5, 5, 85) 1898.25 -16.566568 -15.779508 -54.441761 -19.717665 -2109.94071
(5, 5, 5, 85) 1938.180054 -16.636576 -15.947053 -55.500901 -20.510862 -2183.8459199999998
(5, 5, 5, 85) 1978.099976 -16.864508 -16.285956 -57.112148 -21.390718 -2269.52409
(5, 5, 5, 85) 2018.02002 -17.191953 -16.719842 -59.041427 -22.002663 -2334.992465
(5, 5, 5, 85) 2057.949951 -17.709791 -17.319164 -61.142838 -22.645079 -2405.69068
(5, 5, 5, 85) 2097.870117 -18.234431 -18.007402 -62.942459 -23.319817 -2478.105905
(5, 5, 5, 85) 2137.800049 -18.823663 -18.795476 -65.147178 -24.677848 -2611.448665
(5, 5, 5, 85) 2177.719971 -19.456814 -19.407491 -67.414514 -25.657669 -2712.29596
(5, 5, 5, 85) 2217.639893 -20.294509 -20.19025 -69.985969 -26.859816 -2835.438
(5, 5, 5, 85) 2257.570068 -20.84746 -20.906272 -72.66539 -27.479684 -2907.8687499999996
(5, 5, 5, 85) 2297.48999 -21.706305 -22.176852 -75.297133 -28.710375 -3036.2833250000003
(5, 5, 5, 85) 2337.419922 -22.417325 -22.653518 -77.76339 -29.794874 -3146.735455
(5, 5, 5, 85) 2377.340088 -23.071398 -23.467812 -80.72993 -31.031553 -3274.027705
(5, 5, 5, 85) 2417.26001 -23.863078 -24.545043 -82.966045 -32.747166 -3440.37994
(5, 5, 5, 85) 2457.189941 -24.257137 -25.491892 -85.218903 -33.985082 -3563.57163
(5, 5, 5, 85) 2497.110107 -24.407436 -26.072419 -87.635281 -35.053069 -3670.086545
(5, 5, 5, 85) 2537.030029 -24.976559 -26.709105 -90.248585 -37.017797 -3856.18399
(5, 5, 5, 85) 2576.959961 -24.912069 -27.073729 -92.804411 -38.363639 -3984.8603599999997
(5, 5, 5, 85) 2616.879883 -25.402314 -27.466604 -95.434037 -39.826242 -4126.745345
(5, 5, 5, 85) 2656.810059 -25.602057 -28.392224 -97.459229 -41.435426 -4279.27876
(5, 5, 5, 85) 2696.72998 -26.247989 -28.589012 -100.829873 -43.373353 -4465.069375
(5, 5, 5, 85) 2736.649902 -26.363034 -28.998334 -105.808082 -45.47398 -4671.13555
(5, 5, 5, 85) 2776.580078 -26.386646 -29.563154 -109.460115 -46.712302 -4797.595245
(5, 5, 5, 85) 2816.5 -26.202283 -29.146798 -109.255159 -47.308778 -4844.26733
(5, 5, 5, 85) 2856.429932 -27.631809 -30.17862 -115.616698 -51.499658 -5244.606564999999
(5, 5, 5, 85) 2896.350098 -26.985696 -28.976306 -118.055505 -53.223696 -5394.101694999999
(5, 5, 5, 85) 2936.27002 -27.341386 -28.85116 -119.011303 -53.143089 -5393.18181
(5, 5, 5, 85) 2976.199951 -28.969982 -30.112609 -128.157223 -58.834896 -5937.16523
(5, 5, 10, 80) 540.840027 -4.493891 -4.798112 -8.463691 -1.442118 -246.466365
(5, 5, 10, 80) 580.76001 -5.153181 -5.446817 -9.945205 -2.012901 -313.48411999999996
(5, 5, 10, 80) 620.690002 -6.076205 -6.081969 -11.45033 -2.600384 -383.32489
(5, 5, 10, 80) 660.609985 -6.770444 -6.605384 -12.769392 -2.942508 -429.9737
(5, 5, 10, 80) 700.539978 -7.418428 -7.181102 -14.398972 -3.303624 -481.27729
(5, 5, 10, 80) 730.47998 -7.850117 -7.554068 -15.497352 -3.669092 -525.521805
(5, 5, 10, 80) 750.440002 -7.964179 -7.706739 -16.047219 -3.839355 -545.9751799999999
(5, 5, 10, 80) 770.400024 -8.34559 -7.782423 -16.740256 -3.958597 -564.7303850000001
(5, 5, 10, 80) 790.369995 -8.548049 -7.777604 -17.219956 -4.160093 -586.635265
(5, 5, 10, 80) 810.330017 -8.690267 -7.61351 -17.68988 -4.363065 -607.4628849999999
(5, 5, 10, 80) 830.289978 -8.827643 -7.427046 -18.168297 -4.575898 -629.028255
(5, 5, 10, 80) 850.25 -8.92044 -7.349163 -18.462665 -4.699265 -641.9158649999999
(5, 5, 10, 80) 870.210022 -9.335201 -7.518239 -19.216064 -5.011108 -677.31648
(5, 5, 10, 80) 890.169983 -9.7416 -7.286324 -19.312454 -5.024339 -680.21128
(5, 5, 10, 80) 910.140015 -9.805917 -7.283362 -19.802782 -5.426196 -717.5698950000001
(5, 5, 10, 80) 930.099976 -10.359537 -7.35948 -21.028299 -5.713858 -755.986715
(5, 5, 10, 80) 950.059998 -10.70768 -7.411586 -21.621995 -5.99358 -786.30268
(5, 5, 10, 80) 970.02002 -10.871665 -7.831378 -22.248371 -6.114661 -805.171805
(5, 5, 10, 80) 989.97998 -11.180048 -8.47782 -23.285199 -6.443953 -846.6575699999999
(5, 5, 10, 80) 1009.950012 -11.937386 -8.899744 -24.416791 -6.927038 -902.5165999999999
(5, 5, 10, 80) 1029.910034 -12.236995 -9.394163 -25.2316 -7.211906 -937.42427
(5, 5, 10, 80) 1049.869995 -12.596027 -9.893889 -26.483681 -7.419411 -970.8392699999999
(5, 5, 10, 80) 1069.829956 -13.110111 -10.45128 -27.664397 -7.747098 -1014.2187650000001
(5, 5, 10, 80) 1089.790039 -13.515401 -10.886553 -28.19207 -7.986058 -1042.81511
(5, 5, 10, 80) 1109.76001 -13.743826 -11.382753 -28.948311 -8.33077 -1081.577605
(5, 5, 10, 80) 1129.719971 -14.154537 -11.617343 -29.699983 -8.5431 -1109.3072300000001
(5, 5, 10, 80) 1149.680054 -14.665749 -12.066991 -30.950411 -8.857296 -1151.7514899999999
(5, 5, 10, 80) 1169.640015 -14.910587 -12.340047 -31.743888 -9.196383 -1189.40269
(5, 5, 10, 80) 1189.599976 -15.298585 -12.604107 -32.531656 -9.393335 -1216.29682
(5, 5, 10, 80) 1209.569946 -15.564434 -12.816033 -33.156665 -9.927868 -1267.698425
(5, 5, 10, 80) 1229.530029 -15.847155 -13.079134 -34.643708 -10.212968 -1308.105965
(5, 5, 10, 80) 1249.48999 -16.217069 -13.535734 -35.03322 -10.383887 -1329.807175
(5, 5, 10, 80) 1269.449951 -16.675266 -13.832154 -35.945652 -10.997107 -1391.76218
(5, 5, 10, 80) 1289.410034 -16.800218 -14.119544 -36.705071 -11.107567 -1410.25488
(5, 5, 10, 80) 1309.380005 -17.130345 -14.41662 -37.403813 -11.353483 -1440.051595
(5, 5, 10, 80) 1329.339966 -16.989599 -14.497582 -37.8066 -11.733368 -1474.1713450000002
(5, 5, 10, 80) 1349.300049 -17.465155 -14.901416 -38.847616 -12.238173 -1529.362855
(5, 5, 10, 80) 1369.26001 -17.453338 -15.404008 -39.694753 -12.533346 -1563.90194
(5, 5, 10, 80) 1389.219971 -18.304323 -15.392998 -40.422557 -13.001563 -1612.837215
(5, 5, 10, 80) 1409.189941 -17.903868 -15.512942 -41.040012 -13.281576 -1640.0102499999998
(5, 5, 10, 80) 1429.150024 -18.005073 -15.767996 -41.923801 -13.660315 -1680.928555
(5, 5, 10, 80) 1449.109985 -18.024877 -16.298196 -42.407209 -13.697607 -1691.496015
(5, 5, 10, 80) 1469.069946 -17.529179 -15.957587 -42.941046 -13.85893 -1705.55869
(5, 5, 10, 80) 1489.030029 -18.139301 -16.113082 -43.657051 -14.073842 -1733.7397850000002
(5, 5, 10, 80) 1508.98999 -18.097867 -16.330076 -43.805083 -14.375937 -1760.2655049999998
(5, 5, 10, 80) 1528.959961 -18.162542 -16.112775 -44.90417 -15.040767 -1823.679645
(5, 5, 10, 80) 1548.920044 -17.9475 -15.9968 -45.378786 -15.261193 -1844.4048
(5, 5, 10, 80) 1578.859985 -17.801984 -15.952393 -46.146158 -15.593403 -1877.705705
(5, 5, 10, 80) 1618.790039 -17.559385 -16.218627 -47.547345 -16.013746 -1925.46319
(5, 5, 10, 80) 1658.709961 -17.346692 -16.074278 -48.28576 -16.521303 -1971.66669
(5, 5, 10, 80) 1698.630005 -17.01764 -15.882808 -49.35494 -17.058757 -2022.7522
(5, 5, 10, 80) 1738.560059 -16.645032 -15.818737 -50.01352 -17.441579 -2057.780365
(5, 5, 10, 80) 1778.47998 -16.564689 -15.76057 -51.163844 -17.896856 -2105.013215
(5, 5, 10, 80) 1818.400024 -16.210917 -15.586095 -52.139073 -18.435492 -2155.21515
(5, 5, 10, 80) 1858.329956 -16.351713 -15.564905 -53.099751 -19.165529 -2223.8229199999996
(5, 5, 10, 80) 1898.25 -16.566568 -15.779508 -54.441761 -19.717665 -2283.56119
(5, 5, 10, 80) 1938.180054 -16.636576 -15.947053 -55.500901 -20.510862 -2358.796115
(5, 5, 10, 80) 1978.099976 -16.864508 -16.285956 -57.112148 -21.390718 -2448.1312399999997
(5, 5, 10, 80) 2018.02002 -17.191953 -16.719842 -59.041427 -22.002663 -2520.1862849999998
