(p1, p2, p3, p4)    X          A          B          C          D          E
(0, 0, 15, 85) 1129.719971 -14.154537 -11.617343 -29.699983 -8.5431 -1171.6632450000002
(0, 0, 15, 85) 1149.680054 -14.665749 -12.066991 -30.950411 -8.857296 -1217.126325
(0, 0, 15, 85) 1169.640015 -14.910587 -12.340047 -31.743888 -9.196383 -1257.850875
(0, 0, 15, 85) 1189.599976 -15.298585 -12.604107 -32.531656 -9.393335 -1286.4083150000001
(0, 0, 15, 85) 1209.569946 -15.564434 -12.816033 -33.156665 -9.927868 -1341.2187549999999
(0, 0, 15, 85) 1229.530029 -15.847155 -13.079134 -34.643708 -10.212968 -1387.7579
(0, 0, 15, 85) 1249.48999 -16.217069 -13.535734 -35.03322 -10.383887 -1408.1286949999999
(0, 0, 15, 85) 1269.449951 -16.675266 -13.832154 -35.945652 -10.997107 -1473.938875
(0, 0, 15, 85) 1289.410034 -16.800218 -14.119544 -36.705071 -11.107567 -1494.7192599999998
(0, 0, 15, 85) 1309.380005 -17.130345 -14.41662 -37.403813 -11.353483 -1526.1032500000001
(0, 0, 15, 85) 1329.339966 -16.989599 -14.497582 -37.8066 -11.733368 -1564.4352800000001
(0, 0, 15, 85) 1349.300049 -17.465155 -14.901416 -38.847616 -12.238173 -1622.958945
(0, 0, 15, 85) 1369.26001 -17.453338 -15.404008 -39.694753 -12.533346 -1660.755705
(0, 0, 15, 85) 1389.219971 -18.304323 -15.392998 -40.422557 -13.001563 -1711.4712100000002
(0, 0, 15, 85) 1409.189941 -17.903868 -15.512942 -41.040012 -13.281576 -1744.5341399999998
(0, 0, 15, 85) 1429.150024 -18.005073 -15.767996 -41.923801 -13.660315 -1789.9837899999998
(0, 0, 15, 85) 1449.109985 -18.024877 -16.298196 -42.407209 -13.697607 -1800.4047300000002
(0, 0, 15, 85) 1469.069946 -17.529179 -15.957587 -42.941046 -13.85893 -1822.1247400000002
(0, 0, 15, 85) 1489.030029 -18.139301 -16.113082 -43.657051 -14.073842 -1851.132335
(0, 0, 15, 85) 1508.98999 -18.097867 -16.330076 -43.805083 -14.375937 -1879.03089
(0, 0, 15, 85) 1528.959961 -18.162542 -16.112775 -44.90417 -15.040767 -1952.0277449999999
(0, 0, 15, 85) 1548.920044 -17.9475 -15.9968 -45.378786 -15.261193 -1977.883195
(0, 0, 15, 85) 1578.859985 -17.801984 -15.952393 -46.146158 -15.593403 -2017.631625
(0, 0, 15, 85) 1618.790039 -17.559385 -16.218627 -47.547345 -16.013746 -2074.378585
(0, 0, 15, 85) 1658.709961 -17.346692 -16.074278 -48.28576 -16.521303 -2128.597155
(0, 0, 15, 85) 1698.630005 -17.01764 -15.882808 -49.35494 -17.058757 -2190.318445
(0, 0, 15, 85) 1738.560059 -16.645032 -15.818737 -50.01352 -17.441579 -2232.737015
(0, 0, 15, 85) 1778.47998 -16.564689 -15.76057 -51.163844 -17.896856 -2288.69042
(0, 0, 15, 85) 1818.400024 -16.210917 -15.586095 -52.139073 -18.435492 -2349.102915
(0, 0, 15, 85) 1858.329956 -16.351713 -15.564905 -53.099751 -19.165529 -2425.56623
(0, 0, 15, 85) 1898.25 -16.566568 -15.779508 -54.441761 -19.717665 -2492.6279400000003
(0, 0, 15, 85) 1938.180054 -16.636576 -15.947053 -55.500901 -20.510862 -2575.936785
(0, 0, 15, 85) 1978.099976 -16.864508 -16.285956 -57.112148 -21.390718 -2674.89325
(0, 0, 15, 85) 2018.02002 -17.191953 -16.719842 -59.041427 -22.002663 -2755.8477599999997
(0, 0, 15, 85) 2057.949951 -17.709791 -17.319164 -61.142838 -22.645079 -2841.9742850000002
(0, 0, 15, 85) 2097.870117 -18.234431 -18.007402 -62.942459 -23.319817 -2926.32133
(0, 0, 15, 85) 2137.800049 -18.823663 -18.795476 -65.147178 -24.677848 -3074.8247499999998
(0, 0, 15, 85) 2177.719971 -19.456814 -19.407491 -67.414514 -25.657669 -3192.1195749999997
(0, 0, 15, 85) 2217.639893 -20.294509 -20.19025 -69.985969 -26.859816 -3332.8738949999997
(0, 0, 15, 85) 2257.570068 -20.84746 -20.906272 -72.66539 -27.479684 -3425.7539899999997
(0, 0, 15, 85) 2297.48999 -21.706305 -22.176852 -75.297133 -28.710375 -3569.83887
(0, 0, 15, 85) 2337.419922 -22.417325 -22.653518 -77.76339 -29.794874 -3699.0151399999995
(0, 0, 15, 85) 2377.340088 -23.071398 -23.467812 -80.72993 -31.031553 -3848.630955
(0, 0, 15, 85) 2417.26001 -23.863078 -24.545043 -82.966045 -32.747166 -4027.999785
(0, 0, 15, 85) 2457.189941 -24.257137 -25.491892 -85.218903 -33.985082 -4167.015515
(0, 0, 15, 85) 2497.110107 -24.407436 -26.072419 -87.635281 -35.053069 -4294.040080000001
(0, 0, 15, 85) 2537.030029 -24.976559 -26.709105 -90.248585 -37.017797 -4500.24152
(0, 0, 15, 85) 2576.959961 -24.912069 -27.073729 -92.804411 -38.363639 -4652.97548
(0, 0, 15, 85) 2616.879883 -25.402314 -27.466604 -95.434037 -39.826242 -4816.7411250000005
(0, 0, 15, 85) 2656.810059 -25.602057 -28.392224 -97.459229 -41.435426 -4983.8996449999995
(0, 0, 15, 85) 2696.72998 -26.247989 -28.589012 -100.829873 -43.373353 -5199.1831
(0, 0, 15, 85) 2736.649902 -26.363034 -28.998334 -105.808082 -45.47398 -5452.40953
(0, 0, 15, 85) 2776.580078 -26.386646 -29.563154 -109.460115 -46.712302 -5612.447395
(0, 0, 15, 85) 2816.5 -26.202283 -29.146798 -109.255159 -47.308778 -5660.073515
(0, 0, 15, 85) 2856.429932 -27.631809 -30.17862 -115.616698 -51.499658 -6111.721399999999
(0, 0, 15, 85) 2896.350098 -26.985696 -28.976306 -118.055505 -53.223696 -6294.846734999999
(0, 0, 15, 85) 2936.27002 -27.341386 -28.85116 -119.011303 -53.143089 -6302.33211
(0, 0, 15, 85) 2976.199951 -28.969982 -30.112609 -128.157223 -58.834896 -6923.324505
(0, 0, 20, 80) 540.840027 -4.493891 -4.798112 -8.463691 -1.442118 -284.64326
(0, 0, 20, 80) 580.76001 -5.153181 -5.446817 -9.945205 -2.012901 -359.93618
(0, 0, 20, 80) 620.690002 -6.076205 -6.081969 -11.45033 -2.600384 -437.03732
(0, 0, 20, 80) 660.609985 -6.770444 -6.605384 -12.769392 -2.942508 -490.78848
(0, 0, 20, 80) 700.539978 -7.418428 -7.181102 -14.398972 -3.303624 -552.26936
(0, 0, 20, 80) 730.47998 -7.850117 -7.554068 -15.497352 -3.669092 -603.4744000000001
(0, 0, 20, 80) 750.440002 -7.964179 -7.706739 -16.047219 -3.839355 -628.09278
(0, 0, 20, 80) 770.400024 -8.34559 -7.782423 -16.740256 -3.958597 -651.49288
(0, 0, 20, 80) 790.369995 -8.548049 -7.777604 -17.219956 -4.160093 -677.20656
(0, 0, 20, 80) 810.330017 -8.690267 -7.61351 -17.68988 -4.363065 -702.8427999999999
(0, 0, 20, 80) 830.289978 -8.827643 -7.427046 -18.168297 -4.575898 -729.43778
(0, 0, 20, 80) 850.25 -8.92044 -7.349163 -18.462665 -4.699265 -745.1945000000001
(0, 0, 20, 80) 870.210022 -9.335201 -7.518239 -19.216064 -5.011108 -785.20992
(0, 0, 20, 80) 890.169983 -9.7416 -7.286324 -19.312454 -5.024339 -788.1962000000001
(0, 0, 20, 80) 910.140015 -9.805917 -7.283362 -19.802782 -5.426196 -830.15132
(0, 0, 20, 80) 930.099976 -10.359537 -7.35948 -21.028299 -5.713858 -877.67462
(0, 0, 20, 80) 950.059998 -10.70768 -7.411586 -21.621995 -5.99358 -911.9263
(0, 0, 20, 80) 970.02002 -10.871665 -7.831378 -22.248371 -6.114661 -934.1402999999999
(0, 0, 20, 80) 989.97998 -11.180048 -8.47782 -23.285199 -6.443953 -981.2202199999999
(0, 0, 20, 80) 1009.950012 -11.937386 -8.899744 -24.416791 -6.927038 -1042.49886
(0, 0, 20, 80) 1029.910034 -12.236995 -9.394163 -25.2316 -7.211906 -1081.58448
(0, 0, 20, 80) 1049.869995 -12.596027 -9.893889 -26.483681 -7.419411 -1123.2265
(0, 0, 20, 80) 1069.829956 -13.110111 -10.45128 -27.664397 -7.747098 -1173.0557800000001
(0, 0, 20, 80) 1089.790039 -13.515401 -10.886553 -28.19207 -7.986058 -1202.72604
(0, 0, 20, 80) 1109.76001 -13.743826 -11.382753 -28.948311 -8.33077 -1245.4278199999999
(0, 0, 20, 80) 1129.719971 -14.154537 -11.617343 -29.699983 -8.5431 -1277.44766
(0, 0, 20, 80) 1149.680054 -14.665749 -12.066991 -30.950411 -8.857296 -1327.5919
(0, 0, 20, 80) 1169.640015 -14.910587 -12.340047 -31.743888 -9.196383 -1370.5884
(0, 0, 20, 80) 1189.599976 -15.298585 -12.604107 -32.531656 -9.393335 -1402.09992
(0, 0, 20, 80) 1209.569946 -15.564434 -12.816033 -33.156665 -9.927868 -1457.36274
(0, 0, 20, 80) 1229.530029 -15.847155 -13.079134 -34.643708 -10.212968 -1509.9116
(0, 0, 20, 80) 1249.48999 -16.217069 -13.535734 -35.03322 -10.383887 -1531.37536
(0, 0, 20, 80) 1269.449951 -16.675266 -13.832154 -35.945652 -10.997107 -1598.6816
(0, 0, 20, 80) 1289.410034 -16.800218 -14.119544 -36.705071 -11.107567 -1622.70678
(0, 0, 20, 80) 1309.380005 -17.130345 -14.41662 -37.403813 -11.353483 -1656.3549
(0, 0, 20, 80) 1329.339966 -16.989599 -14.497582 -37.8066 -11.733368 -1694.8014400000002
(0, 0, 20, 80) 1349.300049 -17.465155 -14.901416 -38.847616 -12.238173 -1756.0061600000001
(0, 0, 20, 80) 1369.26001 -17.453338 -15.404008 -39.694753 -12.533346 -1796.5627399999998
(0, 0, 20, 80) 1389.219971 -18.304323 -15.392998 -40.422557 -13.001563 -1848.57618
(0, 0, 20, 80) 1409.189941 -17.903868 -15.512942 -41.040012 -13.281576 -1883.3263199999997
(0, 0, 20, 80) 1429.150024 -18.005073 -15.767996 -41.923801 -13.660315 -1931.3012199999998
(0, 0, 20, 80) 1449.109985 -18.024877 -16.298196 -42.407209 -13.697607 -1943.95274
(0, 0, 20, 80) 1469.069946 -17.529179 -15.957587 -42.941046 -13.85893 -1967.53532
(0, 0, 20, 80) 1489.030029 -18.139301 -16.113082 -43.657051 -14.073842 -1999.0483800000002
(0, 0, 20, 80) 1508.98999 -18.097867 -16.330076 -43.805083 -14.375937 -2026.17662
(0, 0, 20, 80) 1528.959961 -18.162542 -16.112775 -44.90417 -15.040767 -2101.34476
(0, 0, 20, 80) 1548.920044 -17.9475 -15.9968 -45.378786 -15.261193 -2128.47116
(0, 0, 20, 80) 1578.859985 -17.801984 -15.952393 -46.146158 -15.593403 -2170.3954000000003
(0, 0, 20, 80) 1618.790039 -17.559385 -16.218627 -47.547345 -16.013746 -2232.04658
(0, 0, 20, 80) 1658.709961 -17.346692 -16.074278 -48.28576 -16.521303 -2287.41944
(0, 0, 20, 80) 1698.630005 -17.01764 -15.882808 -49.35494 -17.058757 -2351.79936
(0, 0, 20, 80) 1738.560059 -16.645032 -15.818737 -50.01352 -17.441579 -2395.59672
(0, 0, 20, 80) 1778.47998 -16.564689 -15.76057 -51.163844 -17.896856 -2455.0253599999996
(0, 0, 20, 80) 1818.400024 -16.210917 -15.586095 -52.139073 -18.435492 -2517.62082
(0, 0, 20, 80) 1858.329956 -16.351713 -15.564905 -53.099751 -19.165529 -2595.2373399999997
(0, 0, 20, 80) 1898.25 -16.566568 -15.779508 -54.441761 -19.717665 -2666.24842
(0, 0, 20, 80) 1938.180054 -16.636576 -15.947053 -55.500901 -20.510862 -2750.88698
(0, 0, 20, 80) 1978.099976 -16.864508 -16.285956 -57.112148 -21.390718 -2853.5004
(0, 0, 20, 80) 2018.02002 -17.191953 -16.719842 -59.041427 -22.002663 -2941.04158
(0, 0, 20, 80) 2057.949951 -17.709791 -17.319164 -61.142838 -22.645079 -3034.4630799999995
(0, 0, 20, 80) 2097.870117 -18.234431 -18.007402 -62.942459 -23.319817 -3124.43454
(0, 0, 20, 80) 2137.800049 -18.823663 -18.795476 -65.147178 -24.677848 -3277.1714
(0, 0, 20, 80) 2177.719971 -19.456814 -19.407491 -67.414514 -25.657669 -3400.9038
(0, 0, 20, 80) 2217.639893 -20.294509 -20.19025 -69.985969 -26.859816 -3548.50466
(0, 0, 20, 80) 2257.570068 -20.84746 -20.906272 -72.66539 -27.479684 -3651.68252
(0, 0, 20, 80) 2297.48999 -21.706305 -22.176852 -75.297133 -28.710375 -3802.77266
(0, 0, 20, 80) 2337.419922 -22.417325 -22.653518 -77.76339 -29.794874 -3938.85772
(0, 0, 20, 80) 2377.340088 -23.071398 -23.467812 -80.72993 -31.031553 -4097.12284
(0, 0, 20, 80) 2417.26001 -23.863078 -24.545043 -82.966045 -32.747166 -4279.09418
(0, 0, 20, 80) 2457.189941 -24.257137 -25.491892 -85.218903 -33.985082 -4423.18462
(0, 0, 20, 80) 2497.110107 -24.407436 -26.072419 -87.635281 -35.053069 -4556.95114
(0, 0, 20, 80) 2537.030029 -24.976559 -26.709105 -90.248585 -37.017797 -4766.39546
(0, 0, 20, 80) 2576.959961 -24.912069 -27.073729 -92.804411 -38.363639 -4925.179340000001
(0, 0, 20, 80) 2616.879883 -25.402314 -27.466604 -95.434037 -39.826242 -5094.7801
(0, 0, 20, 80) 2656.810059 -25.602057 -28.392224 -97.459229 -41.435426 -5264.01866
(0, 0, 20, 80) 2696.72998 -26.247989 -28.589012 -100.829873 -43.373353 -5486.465700000001
(0, 0, 20, 80) 2736.649902 -26.363034 -28.998334 -105.808082 -45.47398 -5754.080039999999
(0, 0, 20, 80) 2776.580078 -26.386646 -29.563154 -109.460115 -46.712302 -5926.18646
(0, 0, 20, 80) 2816.5 -26.202283 -29.146798 -109.255159 -47.308778 -5969.80542
(0, 0, 20, 80) 2856.429932 -27.631809 -30.17862 -115.616698 -51.499658 -6432.3066
(0, 0, 20, 80) 2896.350098 -26.985696 -28.976306 -118.055505 -53.223696 -6619.0057799999995
(0, 0, 20, 80) 2936.27002 -27.341386 -28.85116 -119.011303 -53.143089 -6631.673180000001
(0, 0, 20, 80) 2976.199951 -28.969982 -30.112609 -128.157223 -58.834896 -7269.93614
(0, 0, 25, 75) 540.840027 -4.493891 -4.798112 -8.463691 -1.442118 -319.751125
(0, 0, 25, 75) 580.76001 -5.153181 -5.446817 -9.945205 -2.012901 -399.5977
(0, 0, 25, 75) 620.690002 -6.076205 -6.081969 -11.45033 -2.600384 -481.28704999999997
(0, 0, 25, 75) 660.609985 -6.770444 -6.605384 -12.769392 -2.942508 -539.9229
(0, 0, 25, 75) 700.539978 -7.418428 -7.181102 -14.398972 -3.303624 -607.7461000000001
(0, 0, 25, 75) 730.47998 -7.850117 -7.554068 -15.497352 -3.669092 -662.6157
(0, 0, 25, 75) 750.440002 -7.964179 -7.706739 -16.047219 -3.839355 -689.1320999999999
(0, 0, 25, 75) 770.400024 -8.34559 -7.782423 -16.740256 -3.958597 -715.401175
(0, 0, 25, 75) 790.369995 -8.548049 -7.777604 -17.219956 -4.160093 -742.5058750000001
(0, 0, 25, 75) 810.330017 -8.690267 -7.61351 -17.68988 -4.363065 -769.476875
(0, 0, 25, 75) 830.289978 -8.827643 -7.427046 -18.168297 -4.575898 -797.399775
(0, 0, 25, 75) 850.25 -8.92044 -7.349163 -18.462665 -4.699265 -814.0115000000001
(0, 0, 25, 75) 870.210022 -9.335201 -7.518239 -19.216064 -5.011108 -856.2347
(0, 0, 25, 75) 890.169983 -9.7416 -7.286324 -19.312454 -5.024339 -859.636775
(0, 0, 25, 75) 910.140015 -9.805917 -7.283362 -19.802782 -5.426196 -902.0342499999999
(0, 0, 25, 75) 930.099976 -10.359537 -7.35948 -21.028299 -5.713858 -954.2468250000001
(0, 0, 25, 75) 950.059998 -10.70768 -7.411586 -21.621995 -5.99358 -990.0683749999998
(0, 0, 25, 75) 970.02002 -10.871665 -7.831378 -22.248371 -6.114661 -1014.8088499999999
(0, 0, 25, 75) 989.97998 -11.180048 -8.47782 -23.285199 -6.443953 -1065.42645
(0, 0, 25, 75) 1009.950012 -11.937386 -8.899744 -24.416791 -6.927038 -1129.9476249999998
(0, 0, 25, 75) 1029.910034 -12.236995 -9.394163 -25.2316 -7.211906 -1171.68295
(0, 0, 25, 75) 1049.869995 -12.596027 -9.893889 -26.483681 -7.419411 -1218.54785
(0, 0, 25, 75) 1069.829956 -13.110111 -10.45128 -27.664397 -7.747098 -1272.6422750000002
(0, 0, 25, 75) 1089.790039 -13.515401 -10.886553 -28.19207 -7.986058 -1303.7561
(0, 0, 25, 75) 1109.76001 -13.743826 -11.382753 -28.948311 -8.33077 -1348.5155249999998
(0, 0, 25, 75) 1129.719971 -14.154537 -11.617343 -29.699983 -8.5431 -1383.232075
(0, 0, 25, 75) 1149.680054 -14.665749 -12.066991 -30.950411 -8.857296 -1438.057475
(0, 0, 25, 75) 1169.640015 -14.910587 -12.340047 -31.743888 -9.196383 -1483.325925
(0, 0, 25, 75) 1189.599976 -15.298585 -12.604107 -32.531656 -9.393335 -1517.791525
(0, 0, 25, 75) 1209.569946 -15.564434 -12.816033 -33.156665 -9.927868 -1573.506725
(0, 0, 25, 75) 1229.530029 -15.847155 -13.079134 -34.643708 -10.212968 -1632.0653
(0, 0, 25, 75) 1249.48999 -16.217069 -13.535734 -35.03322 -10.383887 -1654.6220250000001
(0, 0, 25, 75) 1269.449951 -16.675266 -13.832154 -35.945652 -10.997107 -1723.424325
(0, 0, 25, 75) 1289.410034 -16.800218 -14.119544 -36.705071 -11.107567 -1750.6942999999999
(0, 0, 25, 75) 1309.380005 -17.130345 -14.41662 -37.403813 -11.353483 -1786.60655
(0, 0, 25, 75) 1329.339966 -16.989599 -14.497582 -37.8066 -11.733368 -1825.1676000000002
(0, 0, 25, 75) 1349.300049 -17.465155 -14.901416 -38.847616 -12.238173 -1889.053375
(0, 0, 25, 75) 1369.26001 -17.453338 -15.404008 -39.694753 -12.533346 -1932.3697750000001
(0, 0, 25, 75) 1389.219971 -18.304323 -15.392998 -40.422557 -13.001563 -1985.68115
(0, 0, 25, 75) 1409.189941 -17.903868 -15.512942 -41.040012 -13.281576 -2022.1185
(0, 0, 25, 75) 1429.150024 -18.005073 -15.767996 -41.923801 -13.660315 -2072.61865
(0, 0, 25, 75) 1449.109985 -18.024877 -16.298196 -42.407209 -13.697607 -2087.50075
(0, 0, 25, 75) 1469.069946 -17.529179 -15.957587 -42.941046 -13.85893 -2112.9458999999997
(0, 0, 25, 75) 1489.030029 -18.139301 -16.113082 -43.657051 -14.073842 -2146.964425
(0, 0, 25, 75) 1508.98999 -18.097867 -16.330076 -43.805083 -14.375937 -2173.3223500000004
(0, 0, 25, 75) 1528.959961 -18.162542 -16.112775 -44.90417 -15.040767 -2250.661775
(0, 0, 25, 75) 1548.920044 -17.9475 -15.9968 -45.378786 -15.261193 -2279.0591249999998
(0, 0, 25, 75) 1578.859985 -17.801984 -15.952393 -46.146158 -15.593403 -2323.159175
(0, 0, 25, 75) 1618.790039 -17.559385 -16.218627 -47.547345 -16.013746 -2389.714575
(0, 0, 25, 75) 1658.709961 -17.346692 -16.074278 -48.28576 -16.521303 -2446.241725
(0, 0, 25, 75) 1698.630005 -17.01764 -15.882808 -49.35494 -17.058757 -2513.280275
(0, 0, 25, 75) 1738.560059 -16.645032 -15.818737 -50.01352 -17.441579 -2558.4564250000003
(0, 0, 25, 75) 1778.47998 -16.564689 -15.76057 -51.163844 -17.896856 -2621.3603000000003
(0, 0, 25, 75) 1818.400024 -16.210917 -15.586095 -52.139073 -18.435492 -2686.1387250000002
(0, 0, 25, 75) 1858.329956 -16.351713 -15.564905 -53.099751 -19.165529 -2764.90845
(0, 0, 25, 75) 1898.25 -16.566568 -15.779508 -54.441761 -19.717665 -2839.8689
(0, 0, 25, 75) 1938.180054 -16.636576 -15.947053 -55.500901 -20.510862 -2925.8371749999997
(0, 0, 25, 75) 1978.099976 -16.864508 -16.285956 -57.112148 -21.390718 -3032.1075499999997
(0, 0, 25, 75) 2018.02002 -17.191953 -16.719842 -59.041427 -22.002663 -3126.2354
(0, 0, 25, 75) 2057.949951 -17.709791 -17.319164 -61.142838 -22.645079 -3226.9518749999997
(0, 0, 25, 75) 2097.870117 -18.234431 -18.007402 -62.942459 -23.319817 -3322.5477499999997
(0, 0, 25, 75) 2137.800049 -18.823663 -18.795476 -65.147178 -24.677848 -3479.5180499999997
(0, 0, 25, 75) 2177.719971 -19.456814 -19.407491 -67.414514 -25.657669 -3609.688025
(0, 0, 25, 75) 2217.639893 -20.294509 -20.19025 -69.985969 -26.859816 -3764.1354249999995
(0, 0, 25, 75) 2257.570068 -20.84746 -20.906272 -72.66539 -27.479684 -3877.61105
(0, 0, 25, 75) 2297.48999 -21.706305 -22.176852 -75.297133 -28.710375 -4035.7064499999997
(0, 0, 25, 75) 2337.419922 -22.417325 -22.653518 -77.76339 -29.794874 -4178.7003
(0, 0, 25, 75) 2377.340088 -23.071398 -23.467812 -80.72993 -31.031553 -4345.614724999999
(0, 0, 25, 75) 2417.26001 -23.863078 -24.545043 -82.966045 -32.747166 -4530.188575
(0, 0, 25, 75) 2457.189941 -24.257137 -25.491892 -85.218903 -33.985082 -4679.353724999999
(0, 0, 25, 75) 2497.110107 -24.407436 -26.072419 -87.635281 -35.053069 -4819.8622000000005
(0, 0, 25, 75) 2537.030029 -24.976559 -26.709105 -90.248585 -37.017797 -5032.5494
(0, 0, 25, 75) 2576.959961 -24.912069 -27.073729 -92.804411 -38.363639 -5197.3832
(0, 0, 25, 75) 2616.879883 -25.402314 -27.466604 -95.434037 -39.826242 -5372.819075
(0, 0, 25, 75) 2656.810059 -25.602057 -28.392224 -97.459229 -41.435426 -5544.137675
(0, 0, 25, 75) 2696.72998 -26.247989 -28.589012 -100.829873 -43.373353 -5773.7483
(0, 0, 25, 75) 2736.649902 -26.363034 -28.998334 -105.808082 -45.47398 -6055.75055
(0, 0, 25, 75) 2776.580078 -26.386646 -29.563154 -109.460115 -46.712302 -6239.925525000001
(0, 0, 25, 75) 2816.5 -26.202283 -29.146798 -109.255159 -47.308778 -6279.537324999999
(0, 0, 25, 75) 2856.429932 -27.631809 -30.17862 -115.616698 -51.499658 -6752.891799999999
(0, 0, 25, 75) 2896.350098 -26.985696 -28.976306 -118.055505 -53.223696 -6943.164825
(0, 0, 25, 75) 2936.27002 -27.341386 -28.85116 -119.011303 -53.143089 -6961.01425
(0, 0, 25, 75) 2976.199951 -28.969982 -30.112609 -128.157223 -58.834896 -7616.547774999999
(0, 0, 30, 70) 540.840027 -4.493891 -4.798112 -8.463691 -1.442118 -354.85899000000006
(0, 0, 30, 70) 580.76001 -5.153181 -5.446817 -9.945205 -2.012901 -439.25922
(0, 0, 30, 70) 620.690002 -6.076205 -6.081969 -11.45033 -2.600384 -525.5367799999999
(0, 0, 30, 70) 660.609985 -6.770444 -6.605384 -12.769392 -2.942508 -589.05732
(0, 0, 30, 70) 700.539978 -7.418428 -7.181102 -14.398972 -3.303624 -663.22284
(0, 0, 30, 70) 730.47998 -7.850117 -7.554068 -15.497352 -3.669092 -721.757
(0, 0, 30, 70) 750.440002 -7.964179 -7.706739 -16.047219 -3.839355 -750.1714199999999
(0, 0, 30, 70) 770.400024 -8.34559 -7.782423 -16.740256 -3.958597 -779.3094699999999
(0, 0, 30, 70) 790.369995 -8.548049 -7.777604 -17.219956 -4.160093 -807.8051899999999
(0, 0, 30, 70) 810.330017 -8.690267 -7.61351 -17.68988 -4.363065 -836.1109499999999
(0, 0, 30, 70) 830.289978 -8.827643 -7.427046 -18.168297 -4.575898 -865.36177
(0, 0, 30, 70) 850.25 -8.92044 -7.349163 -18.462665 -4.699265 -882.8285
(0, 0, 30, 70) 870.210022 -9.335201 -7.518239 -19.216064 -5.011108 -927.2594799999999
(0, 0, 30, 70) 890.169983 -9.7416 -7.286324 -19.312454 -5.024339 -931.07735
(0, 0, 30, 70) 910.140015 -9.805917 -7.283362 -19.802782 -5.426196 -973.9171800000001
(0, 0, 30, 70) 930.099976 -10.359537 -7.35948 -21.028299 -5.713858 -1030.81903
(0, 0, 30, 70) 950.059998 -10.70768 -7.411586 -21.621995 -5.99358 -1068.21045
(0, 0, 30, 70) 970.02002 -10.871665 -7.831378 -22.248371 -6.114661 -1095.4774
(0, 0, 30, 70) 989.97998 -11.180048 -8.47782 -23.285199 -6.443953 -1149.63268
(0, 0, 30, 70) 1009.950012 -11.937386 -8.899744 -24.416791 -6.927038 -1217.3963899999999
(0, 0, 30, 70) 1029.910034 -12.236995 -9.394163 -25.2316 -7.211906 -1261.78142
(0, 0, 30, 70) 1049.869995 -12.596027 -9.893889 -26.483681 -7.419411 -1313.8692
(0, 0, 30, 70) 1069.829956 -13.110111 -10.45128 -27.664397 -7.747098 -1372.2287700000002
(0, 0, 30, 70) 1089.790039 -13.515401 -10.886553 -28.19207 -7.986058 -1404.78616
(0, 0, 30, 70) 1109.76001 -13.743826 -11.382753 -28.948311 -8.33077 -1451.60323
(0, 0, 30, 70) 1129.719971 -14.154537 -11.617343 -29.699983 -8.5431 -1489.01649
(0, 0, 30, 70) 1149.680054 -14.665749 -12.066991 -30.950411 -8.857296 -1548.52305
(0, 0, 30, 70) 1169.640015 -14.910587 -12.340047 -31.743888 -9.196383 -1596.06345
(0, 0, 30, 70) 1189.599976 -15.298585 -12.604107 -32.531656 -9.393335 -1633.48313
(0, 0, 30, 70) 1209.569946 -15.564434 -12.816033 -33.156665 -9.927868 -1689.65071
(0, 0, 30, 70) 1229.530029 -15.847155 -13.079134 -34.643708 -10.212968 -1754.219
(0, 0, 30, 70) 1249.48999 -16.217069 -13.535734 -35.03322 -10.383887 -1777.8686899999998
(0, 0, 30, 70) 1269.449951 -16.675266 -13.832154 -35.945652 -10.997107 -1848.16705
(0, 0, 30, 70) 1289.410034 -16.800218 -14.119544 -36.705071 -11.107567 -1878.6818199999998
(0, 0, 30, 70) 1309.380005 -17.130345 -14.41662 -37.403813 -11.353483 -1916.8582000000001
(0, 0, 30, 70) 1329.339966 -16.989599 -14.497582 -37.8066 -11.733368 -1955.5337600000003
(0, 0, 30, 70) 1349.300049 -17.465155 -14.901416 -38.847616 -12.238173 -2022.10059
(0, 0, 30, 70) 1369.26001 -17.453338 -15.404008 -39.694753 -12.533346 -2068.17681
(0, 0, 30, 70) 1389.219971 -18.304323 -15.392998 -40.422557 -13.001563 -2122.7861199999998
(0, 0, 30, 70) 1409.189941 -17.903868 -15.512942 -41.040012 -13.281576 -2160.91068
(0, 0, 30, 70) 1429.150024 -18.005073 -15.767996 -41.923801 -13.660315 -2213.93608
